id_municipio;nome;quantidade_nascimentos_ate_2010
1100015;Eliete;16
1100015;Elio;16
1100015;Elisangela;25
1100015;Elizabete;23
1100015;Elizangela;17
1100015;Elizeu;14
1100015;Elton;16
1100015;Elza;22
1100015;Emerson;25
1100015;Emili;11
1100015;Emilia;11
1100015;Erica;35
1100015;Eunice;19
1100015;Eva;42
1100015;Evandro;18
1100015;Everton;11
1100015;Ezequiel;22
1100015;Fabiana;36
1100015;Fabiane;12
1100015;Fabiano;24
1100015;Fabio;61
1100015;Fabricio;23
1100015;Fagner;17
1100015;Fatima;14
1100015;Felipe;34
1100015;Fernanda;43
1100015;Fernando;77
1100015;Flavia;20
1100015;Flavio;27
1100015;Franciele;33
1100015;Francisca;33
1100015;Francisco;104
1100015;Gabriel;86
1100015;Gabriela;16
1100015;Gabriele;20
1100015;Gean;32
1100015;Gelson;10
1100015;Geovane;13
1100015;Geralda;13
1100015;Geraldo;49
1100015;Gessica;10
1100015;Gilberto;26
1100015;Gilmar;41
1100015;Gilson;20
1100015;Gisele;15
1100015;Gislaine;13
1100015;Guilherme;39
1100015;Gustavo;56
1100015;Helena;32
1100015;Helio;14
1100015;Henrique;28
1100015;Igor;31
1100015;Ilda;20
1100015;Ines;20
1100015;Iracema;17
1100015;Iraci;15
1100015;Irene;22
1100015;Ireni;10
1100015;Isabel;17
1100015;Isaias;15
1100015;Ismael;17
1100015;Italo;11
1100015;Ivan;14
1100015;Ivanete;13
1100015;Ivani;10
1100015;Ivanir;11
1100015;Ivo;12
1100015;Ivone;25
1100015;Ivonete;17
1100015;Izabel;17
1100015;Jaime;10
1100015;Jaine;18
1100015;Jair;36
1100015;Jairo;12
1100015;Janaina;11
1100015;Jandira;11
1100015;Janete;21
1100015;Jaqueline;53
1100015;Jean;19
1100015;Jeferson;48
1100015;Jessica;39
1100015;Jhonatan;17
1100015;Joana;22
1100015;Joao;373
1100015;Joaquim;37
1100015;Joel;33
1100015;Joice;13
1100015;Jonas;27
1100015;Jorge;36
1100015;Jose;661
1100015;Josefa;21
1100015;Josefina;10
1100015;Josiane;32
1100015;Josias;16
1100015;Josiel;10
1100015;Josimar;26
1100015;Josue;12
1100015;Judite;10
1100015;Julia;46
1100015;Juliana;65
1100015;Juliano;34
1100015;Julio;39
1100015;Junior;20
1100015;Juraci;17
1100015;Jurandir;13
1100015;Karina;18
1100015;Karine;15
1100015;Katia;18
1100015;Kauan;17
1100015;Keila;15
1100015;Keli;12
1100015;Laercio;11
1100015;Lara;13
1100015;Larissa;19
1100015;Laudiceia;10
1100015;Laura;16
1100015;Leandro;91
1100015;Leidiane;31
1100015;Leila;12
1100015;Leonardo;39
1100015;Leonice;18
1100015;Leticia;49
1100015;Liliane;11
1100015;Lindomar;13
1100015;Lorena;12
1100015;Lorival;18
1100015;Luan;18
1100015;Luana;29
1100015;Lucas;151
1100015;Lucia;41
1100015;Luciana;62
1100015;Luciano;40
1100015;Luciene;22
1100015;Lucilene;15
1100015;Lucimar;28
1100015;Lucineia;16
1100015;Luis;49
1100015;Luiz;125
1100015;Luiza;12
1100015;Lurdes;20
1100015;Luzia;46
1100015;Magno;12
1100015;Maicon;18
1100015;Manoel;56
1100015;Manuel;31
1100015;Marcelo;73
1100015;Marcia;77
1100015;Marciana;10
1100015;Marciano;12
1100015;Marcilene;18
1100015;Marcio;46
1100015;Marco;10
1100015;Marcos;150
1100015;Maria;1135
1100015;Mariana;21
1100015;Marilene;22
1100015;Marilza;15
1100015;Marina;27
1100015;Marinalva;19
1100015;Marinete;11
1100015;Mario;36
1100015;Marlene;50
1100015;Marli;51
1100015;Marta;38
1100015;Mateus;78
1100015;Matheus;45
1100015;Matilde;15
1100015;Mauricio;19
1100015;Mauro;30
1100015;Michael;24
1100015;Micheli;14
1100015;Miguel;22
1100015;Milton;18
1100015;Miriam;10
1100015;Mirian;16
1100015;Moises;17
1100015;Monica;26
1100015;Nadir;17
1100015;Naiara;18
1100015;Nair;17
1100015;Natalia;22
1100015;Natanael;12
1100015;Nayara;11
1100015;Neide;26
1100015;Nelson;37
1100015;Neusa;12
1100015;Neuza;28
1100015;Nicole;10
1100015;Nilda;10
1100015;Nilson;27
1100015;Nilton;16
1100015;Nivaldo;12
1100015;Odair;19
1100015;Orlando;19
1100015;Osmar;32
1100015;Osvaldo;32
1100015;Pablo;29
1100015;Pamela;15
1100015;Patricia;75
1100015;Paula;12
1100015;Paulo;164
1100015;Pedro;134
1100015;Poliana;37
1100015;Pricila;11
1100015;Priscila;15
1100015;Rafael;85
1100015;Rafaela;14
1100015;Raiane;15
1100015;Raimundo;21
1100015;Raquel;25
1100015;Regiane;20
1100015;Regina;21
1100015;Reginaldo;35
1100015;Reinaldo;26
1100015;Renan;21
1100015;Renata;15
1100015;Renato;28
1100015;Ricardo;27
1100015;Rita;16
1100015;Roberto;45
1100015;Robson;32
1100015;Rodrigo;63
1100015;Rogerio;51
1100015;Romario;21
1100015;Romildo;13
1100015;Ronaldo;41
1100015;Roni;11
1100015;Rosa;43
1100015;Rosalina;15
1100015;Rosana;30
1100015;Rosangela;47
1100015;Roseli;48
1100015;Rosenilda;12
1100015;Rosiane;10
1100015;Rosilene;30
1100015;Rosimeire;16
1100015;Rubens;18
1100015;Sabrina;23
1100015;Salete;13
1100015;Samara;17
1100015;Samuel;33
1100015;Sandra;60
1100015;Sandro;15
1100015;Sara;14
1100015;Sebastiana;13
1100015;Sebastiao;87
1100015;Sergio;41
1100015;Sidinei;16
1100015;Sidnei;22
1100015;Silvana;42
1100015;Silvani;10
1100015;Silvano;12
1100015;Silvia;14
1100015;Silvio;19
1100015;Simone;40
1100015;Sirlei;20
1100015;Sirlene;20
1100015;Solange;39
1100015;Sonia;30
1100015;Sueli;45
1100015;Taina;14
1100015;Tainara;25
1100015;Tais;26
1100015;Taisa;13
1100015;Tania;15
1100015;Tatiane;39
1100015;Teresa;12
1100015;Tereza;38
1100015;Terezinha;47
1100015;Thiago;31
1100015;Tiago;55
1100015;Vagner;35
1100015;Valdeci;36
1100015;Valdecir;23
1100015;Valdeir;21
1100015;Valdemar;17
1100015;Valdemir;15
1100015;Valdete;13
1100015;Valdinei;38
1100015;Valdineia;13
1100015;Valdir;50
1100015;Valdirene;14
1100015;Valdivino;16
1100015;Valdomiro;15
1100015;Valeria;19
1100015;Valmir;20
1100015;Valter;17
1100015;Vanderlei;53
1100015;Vanderson;16
1100015;Vanessa;66
1100015;Vania;12
1100015;Vanilda;14
1100015;Vanusa;12
1100015;Vera;23
1100015;Veronica;16
1100015;Victor;18
1100015;Vilma;22
1100015;Vilmar;11
1100015;Vilson;15
1100015;Vinicios;17
1100015;Vinicius;12
1100015;Vitor;53
1100015;Vitoria;39
1100015;Viviane;23
1100015;Wagner;13
1100015;Wanderson;14
1100015;Welinton;12
1100015;Weliton;18
1100015;Weslei;26
1100015;Wesley;15
1100015;Weverton;11
1100015;Wilian;17
1100015;Willian;26
1100015;Wilson;26
1100015;Yasmin;14
1100015;Zenilda;10
1100015;Zilda;16
1100023;Abel;16
1100023;Abraao;17
1100023;Adailton;26
1100023;Adair;27
1100023;Adalto;32
1100023;Adao;63
1100023;Adeildo;10
1100023;Adeilson;10
1100023;Adeilton;13
1100023;Adelaide;14
1100023;Adelina;24
1100023;Adelino;16
1100023;Adelson;30
1100023;Ademar;42
1100023;Ademilson;30
1100023;Ademir;91
1100023;Adenilson;31
1100023;Adenilton;11
1100023;Adilson;90
1100023;Adir;13
1100023;Admilson;10
1100023;Adonias;12
1100023;Adrian;15
1100023;Adriana;275
1100023;Adriane;22
1100023;Adriano;171
1100023;Adriel;17
1100023;Adriele;24
1100023;Adrieli;22
1100023;Afonso;20
1100023;Agata;11
1100023;Agenor;18
1100023;Agnaldo;50
1100023;Aguinaldo;30
1100023;Ailson;11
1100023;Ailton;87
1100023;Airton;14
1100023;Alaide;20
1100023;Alan;116
1100023;Alana;26
1100023;Albertina;15
1100023;Alberto;38
1100023;Alcides;23
1100023;Alcione;25
1100023;Alda;11
1100023;Aldair;23
1100023;Aldemir;11
1100023;Aldo;15
1100023;Alesandra;14
1100023;Alessandra;122
1100023;Alessandro;81
1100023;Alex;153
1100023;Alexandra;29
1100023;Alexandre;147
1100023;Alexandro;32
1100023;Alexia;16
1100023;Alexsandro;21
1100023;Alfredo;20
1100023;Alice;103
1100023;Aline;286
1100023;Alison;67
1100023;Alisson;81
1100023;Allan;12
1100023;Almerinda;11
1100023;Almir;37
1100023;Altair;34
1100023;Alvaro;26
1100023;Alvina;13
1100023;Alzira;28
1100023;Amanda;288
1100023;Amarildo;33
1100023;Amauri;17
1100023;Amelia;23
1100023;Amilton;24
1100023;Ana;1120
1100023;Anair;10
1100023;Analia;12
1100023;Ananias;11
1100023;Andersom;12
1100023;Anderson;287
1100023;Andre;219
1100023;Andrea;40
1100023;Andrei;22
1100023;Andreia;189
1100023;Andresa;13
1100023;Andressa;147
1100023;Andreza;10
1100023;Andriele;17
1100023;Andrieli;12
1100023;Ane;27
1100023;Angela;111
1100023;Angelica;64
1100023;Angelina;17
1100023;Angelita;19
1100023;Angelo;38
1100023;Anilton;10
1100023;Anisio;11
1100023;Anita;22
1100023;Anna;12
1100023;Anne;13
1100023;Antenor;25
1100023;Antoni;15
1100023;Antonia;115
1100023;Antonio;878
1100023;Aparecida;171
1100023;Aparecido;84
1100023;Ari;23
1100023;Ariane;19
1100023;Arlete;26
1100023;Arlindo;31
1100023;Armando;26
1100023;Arnaldo;39
1100023;Aroldo;14
1100023;Arthur;18
1100023;Artur;38
1100023;Ataide;13
1100023;Augusto;31
1100023;Aurea;10
1100023;Barbara;46
1100023;Beatris;17
1100023;Beatriz;175
1100023;Benedita;26
1100023;Benedito;59
1100023;Bento;15
1100023;Bernadete;10
1100023;Bianca;65
1100023;Brenda;47
1100023;Breno;35
1100023;Bruna;250
1100023;Bruno;291
1100023;Caio;78
1100023;Caique;40
1100023;Camila;254
1100023;Camile;22
1100023;Camili;13
1100023;Carina;47
1100023;Carine;26
1100023;Carla;106
1100023;Carlito;10
1100023;Carlos;561
1100023;Carmelita;23
1100023;Carmem;21
1100023;Carmen;14
1100023;Carol;20
1100023;Carolaine;38
1100023;Carolina;66
1100023;Caroline;100
1100023;Cassia;29
1100023;Cassiane;11
1100023;Catarina;20
1100023;Catia;38
1100023;Catiane;12
1100023;Caua;39
1100023;Cauan;40
1100023;Cauane;10
1100023;Cecilia;40
1100023;Celia;76
1100023;Celina;21
1100023;Celio;44
1100023;Celma;26
1100023;Celso;57
1100023;Cesar;45
1100023;Cezar;14
1100023;Charles;37
1100023;Cheila;15
1100023;Chirlei;10
1100023;Cicera;20
1100023;Cicero;67
1100023;Cilene;11
1100023;Cintia;45
1100023;Cirlei;11
1100023;Cirlene;18
1100023;Clara;28
1100023;Clarice;46
1100023;Claudecir;13
1100023;Claudemir;53
1100023;Claudenir;11
1100023;Claudete;41
1100023;Claudia;134
1100023;Claudiane;12
1100023;Claudinei;66
1100023;Claudineia;34
1100023;Claudio;131
1100023;Claudionor;16
1100023;Claudir;10
1100023;Cleber;50
1100023;Cleberson;32
1100023;Cleiciane;13
1100023;Cleide;67
1100023;Cleidiane;42
1100023;Cleison;12
1100023;Cleito;15
1100023;Cleiton;112
1100023;Clemilda;11
1100023;Cleomar;12
1100023;Cleonice;70
1100023;Cleusa;31
1100023;Cleuza;75
1100023;Cleverson;25
1100023;Clodoaldo;17
1100023;Clovis;27
1100023;Conceicao;27
1100023;Cosme;17
1100023;Creusa;10
1100023;Creuza;40
1100023;Crislaine;26
1100023;Cristian;27
1100023;Cristiana;18
1100023;Cristiane;148
1100023;Cristiano;65
1100023;Cristina;66
1100023;Daiana;21
1100023;Daiane;216
1100023;Daine;10
1100023;Dalila;19
1100023;Dalva;45
1100023;Damares;12
1100023;Damiana;10
1100023;Damiao;26
1100023;Daniel;283
1100023;Daniela;125
1100023;Daniele;117
1100023;Danieli;38
1100023;Danilo;67
1100023;Darci;35
1100023;Dario;12
1100023;Davi;118
1100023;David;87
1100023;Debora;154
1100023;Deise;14
1100023;Deivid;24
1100023;Dejanira;10
1100023;Delma;11
1100023;Denilson;25
1100023;Denis;27
1100023;Denise;49
1100023;Denize;16
1100023;Derli;12
1100023;Devanir;10
1100023;Diana;31
1100023;Diego;239
1100023;Dienifer;23
1100023;Dilma;17
1100023;Dina;12
1100023;Dinalva;11
1100023;Diogo;87
1100023;Dione;36
1100023;Dirce;35
1100023;Dirceu;32
1100023;Diva;10
1100023;Divina;18
1100023;Divino;16
1100023;Domingos;40
1100023;Donizete;35
1100023;Doraci;15
1100023;Doralice;13
1100023;Dorival;20
1100023;Douglas;145
1100023;Eder;52
1100023;Ederson;29
1100023;Edgar;15
1100023;Edicleia;13
1100023;Edilaine;38
1100023;Edilene;32
1100023;Edileusa;10
1100023;Edileuza;34
1100023;Edilson;78
1100023;Edimar;34
1100023;Edimilson;22
1100023;Edina;41
1100023;Edinaldo;41
1100023;Edinalva;21
1100023;Edineia;37
1100023;Edison;25
1100023;Edite;18
1100023;Edivaldo;67
1100023;Edivan;11
1100023;Edivania;11
1100023;Edmar;35
1100023;Edmilson;31
1100023;Edmundo;14
1100023;Edna;117
1100023;Ednaldo;28
1100023;Ednalva;19
1100023;Ednei;17
1100023;Edneia;32
1100023;Edsom;13
1100023;Edson;221
1100023;Eduarda;87
1100023;Eduardo;308
1100023;Edvaldo;77
1100023;Edvan;19
1100023;Elaine;110
1100023;Elcio;10
1100023;Elem;15
1100023;Elen;35
1100023;Elena;37
1100023;Eleni;11
1100023;Elenice;22
1100023;Elenir;12
1100023;Eli;44
1100023;Eliana;70
1100023;Eliandro;11
1100023;Eliane;226
1100023;Elias;198
1100023;Eliel;33
1100023;Eliene;49
1100023;Eliete;37
1100023;Eliezer;19
1100023;Elio;37
1100023;Elis;15
1100023;Elisa;19
1100023;Elisabete;25
1100023;Elisangela;71
1100023;Eliseu;21
1100023;Elismar;10
1100023;Elivelton;11
1100023;Eliza;24
1100023;Elizabete;66
1100023;Elizabeth;11
1100023;Elizandra;15
1100023;Elizangela;81
1100023;Elizete;39
1100023;Elizeu;68
1100023;Ellen;27
1100023;Elma;11
1100023;Eloa;10
1100023;Eloi;13
1100023;Eloisa;33
1100023;Eloiza;12
1100023;Elson;25
1100023;Elton;40
1100023;Elvira;13
1100023;Elvis;12
1100023;Elza;87
1100023;Emanuel;33
1100023;Emanuele;12
1100023;Emanueli;10
1100023;Emerson;100
1100023;Emile;42
1100023;Emili;75
1100023;Emilia;27
1100023;Emilly;15
1100023;Emily;37
1100023;Eneias;12
1100023;Eni;12
1100023;Enio;14
1100023;Enoque;12
1100023;Enrique;17
1100023;Enzo;21
1100023;Eraldo;14
1100023;Erasmo;11
1100023;Eric;47
1100023;Erica;151
1100023;Erick;37
1100023;Erico;10
1100023;Erik;22
1100023;Erika;23
1100023;Erique;24
1100023;Erivaldo;10
1100023;Erli;14
1100023;Ernandes;16
1100023;Ernesto;10
1100023;Estefane;11
1100023;Estefani;45
1100023;Estefany;13
1100023;Estela;21
1100023;Ester;62
1100023;Euclides;13
1100023;Eunice;47
1100023;Eurides;12
1100023;Eva;83
1100023;Evaldo;25
1100023;Evandro;50
1100023;Evanilda;11
1100023;Evanildo;12
1100023;Evelin;52
1100023;Evelyn;16
1100023;Everaldo;28
1100023;Everson;19
1100023;Everton;66
1100023;Evilin;15
1100023;Ezequias;20
1100023;Ezequiel;60
1100023;Fabiana;146
1100023;Fabiane;30
1100023;Fabiano;70
1100023;Fabio;233
1100023;Fabiola;45
1100023;Fabiula;13
1100023;Fabricia;24
1100023;Fabricio;90
1100023;Fagner;41
1100023;Fatima;71
1100023;Felipe;270
1100023;Fernanda;220
1100023;Fernando;218
1100023;Flavia;72
1100023;Flavio;102
1100023;Florisvaldo;11
1100023;Franciele;102
1100023;Francieli;37
1100023;Francilene;20
1100023;Francisca;165
1100023;Francisco;462
1100023;Francismar;10
1100023;Franciso;16
1100023;Frank;11
1100023;Franklin;10
1100023;Gabriel;443
1100023;Gabriela;154
1100023;Gabriele;64
1100023;Gabrieli;36
1100023;Gabrielly;11
1100023;Gean;58
1100023;Geane;27
1100023;Geisiane;26
1100023;Gelson;17
1100023;Genesio;13
1100023;Geni;42
1100023;Genilda;12
1100023;Genilson;23
1100023;Genival;12
1100023;Genivaldo;38
1100023;Geovana;76
1100023;Geovane;53
1100023;Geovani;31
1100023;Geralda;39
1100023;Geraldo;142
1100023;Gerson;27
1100023;Gessica;47
1100023;Getulio;15
1100023;Gideon;10
1100023;Gilberto;119
1100023;Gilda;17
1100023;Gilmar;141
1100023;Gilmara;12
1100023;Gilson;87
1100023;Gilvan;35
1100023;Giovana;17
1100023;Gisele;56
1100023;Gislaine;46
1100023;Gislene;13
1100023;Givanildo;14
1100023;Gleice;27
1100023;Gleiciane;30
1100023;Gleison;14
1100023;Gloria;14
1100023;Graciele;37
1100023;Gracieli;14
1100023;Greice;13
1100023;Guilherme;227
1100023;Guiomar;14
1100023;Gustavo;241
1100023;Helen;19
1100023;Helena;67
1100023;Helio;56
1100023;Hellen;11
1100023;Heloisa;12
1100023;Henrique;105
1100023;Henrrique;12
1100023;Higor;13
1100023;Hilda;15
1100023;Hudson;17
1100023;Hugo;58
1100023;Humberto;12
1100023;Iago;43
1100023;Ian;26
1100023;Iara;27
1100023;Iasmim;19
1100023;Iasmin;23
1100023;Icaro;11
1100023;Idalina;11
1100023;Igor;125
1100023;Ilda;56
1100023;Ildo;11
1100023;Ilma;27
1100023;Ilton;11
1100023;Ilza;20
1100023;Ines;43
1100023;Ingrid;37
1100023;Ingridi;11
1100023;Iolanda;16
1100023;Ione;18
1100023;Iracema;55
1100023;Iraci;53
1100023;Irani;26
1100023;Irene;76
1100023;Irineu;20
1100023;Irma;11
1100023;Isabel;90
1100023;Isabela;60
1100023;Isabele;28
1100023;Isabeli;13
1100023;Isadora;12
1100023;Isaias;50
1100023;Isaque;28
1100023;Isaura;17
1100023;Ismael;45
1100023;Israel;36
1100023;Italo;58
1100023;Itamar;11
1100023;Iuri;23
1100023;Iva;11
1100023;Ivair;10
1100023;Ivan;57
1100023;Ivanete;34
1100023;Ivani;39
1100023;Ivanilda;13
1100023;Ivanilde;11
1100023;Ivanildo;28
1100023;Ivanir;27
1100023;Ivete;27
1100023;Ivo;47
1100023;Ivone;87
1100023;Ivonete;68
1100023;Izabel;39
1100023;Izabela;32
1100023;Izabele;11
1100023;Izaias;27
1100023;Izaque;24
1100023;Izaura;13
1100023;Jaci;10
1100023;Jacira;12
1100023;Jackson;42
1100023;Jaco;10
1100023;Jacson;13
1100023;Jadson;10
1100023;Jaiane;11
1100023;Jailson;15
1100023;Jaime;58
1100023;Jaine;39
1100023;Jair;112
1100023;Jairo;48
1100023;Jakeline;25
1100023;Jakson;16
1100023;James;12
1100023;Jamile;10
1100023;Janaina;60
1100023;Janderson;13
1100023;Jandir;12
1100023;Jandira;28
1100023;Jane;25
1100023;Janete;71
1100023;Janio;10
1100023;Jaqueline;176
1100023;Jean;86
1100023;Jeane;19
1100023;Jeferson;196
1100023;Jefferson;19
1100023;Jenifer;60
1100023;Jennifer;12
1100023;Jeova;11
1100023;Jeremias;20
1100023;Jerson;10
1100023;Jesse;15
1100023;Jessica;304
1100023;Jesus;11
1100023;Jhenifer;33
1100023;Jhon;27
1100023;Jhonata;14
1100023;Jhonatan;41
1100023;Jhone;14
1100023;Jhoni;10
1100023;Joa;13
1100023;Joana;74
1100023;Joao;1292
1100023;Joaquim;76
1100023;Joares;17
1100023;Joarez;14
1100023;Jocimar;20
1100023;Joel;103
1100023;Joelma;43
1100023;Joelson;15
1100023;John;11
1100023;Joice;64
1100023;Joilson;13
1100023;Jonas;88
1100023;Jonata;20
1100023;Jonatan;47
1100023;Jonatas;18
1100023;Jonathan;14
1100023;Jones;14
1100023;Jorge;136
1100023;Jose;2008
1100023;Joseane;15
1100023;Josefa;73
1100023;Josefina;13
1100023;Joselia;11
1100023;Joselita;14
1100023;Josiane;116
1100023;Josias;46
1100023;Josiel;18
1100023;Josilene;16
1100023;Josimar;46
1100023;Josue;65
1100023;Josuel;10
1100023;Juarez;30
1100023;Jucelia;17
1100023;Jucelino;15
1100023;Jucilene;19
1100023;Jucimar;15
1100023;Judite;21
1100023;Julia;151
1100023;Juliana;231
1100023;Juliane;20
1100023;Juliano;48
1100023;Julio;136
1100023;Junior;58
1100023;Juraci;33
1100023;Jurandir;31
1100023;Jussara;21
1100023;Juvenal;27
1100023;Juvenil;10
1100023;Kaike;11
1100023;Kaio;13
1100023;Kaique;32
1100023;Kamila;16
1100023;Karen;30
1100023;Karina;51
1100023;Karine;47
1100023;Karla;15
1100023;Katia;46
1100023;Katiane;10
1100023;Kaua;42
1100023;Kauan;47
1100023;Kauane;14
1100023;Kauani;12
1100023;Kauany;12
1100023;Kayky;10
1100023;Keila;66
1100023;Keli;33
1100023;Kelly;35
1100023;Kelvin;11
1100023;Kenia;14
1100023;Kesia;22
1100023;Ketlen;24
1100023;Ketlin;14
1100023;Kevin;15
1100023;Laercio;25
1100023;Laerte;11
1100023;Laide;11
1100023;Lais;18
1100023;Laisa;12
1100023;Lara;44
1100023;Larisa;19
1100023;Larissa;164
1100023;Lauane;24
1100023;Laudiceia;32
1100023;Laudineia;10
1100023;Laura;73
1100023;Lauro;14
1100023;Lazaro;15
1100023;Leandra;18
1100023;Leandro;234
1100023;Leda;10
1100023;Leia;18
1100023;Leide;15
1100023;Leidiane;56
1100023;Leila;68
1100023;Leiliane;17
1100023;Leni;15
1100023;Lenilda;11
1100023;Lenir;27
1100023;Leomar;14
1100023;Leonardo;143
1100023;Leoni;15
1100023;Leonice;39
1100023;Leonilda;14
1100023;Leonildo;14
1100023;Leonir;11
1100023;Leonor;12
1100023;Leticia;260
1100023;Levi;22
1100023;Lidia;48
1100023;Lidiane;29
1100023;Lilia;14
1100023;Lilian;39
1100023;Liliane;15
1100023;Lindalva;18
1100023;Lindaura;21
1100023;Lindinalva;14
1100023;Lindomar;31
1100023;Livia;26
1100023;Loide;12
1100023;Loraine;15
1100023;Lorena;30
1100023;Lorival;31
1100023;Lorraine;27
1100023;Lorrane;12
1100023;Lourdes;19
1100023;Lourival;11
1100023;Luan;113
1100023;Luana;204
1100023;Lucas;611
1100023;Lucelia;23
1100023;Luci;13
1100023;Lucia;103
1100023;Luciana;179
1100023;Luciane;33
1100023;Luciano;135
1100023;Luciene;94
1100023;Lucilene;71
1100023;Lucimar;65
1100023;Lucimara;22
1100023;Lucinei;11
1100023;Lucineia;58
1100023;Lucineide;20
1100023;Lucio;23
1100023;Ludimila;28
1100023;Ludmila;18
1100023;Luis;145
1100023;Luiz;499
1100023;Luiza;88
1100023;Lurdes;63
1100023;Luzia;158
1100023;Luzinete;51
1100023;Madalena;20
1100023;Magali;10
1100023;Magda;18
1100023;Magna;12
1100023;Magno;35
1100023;Maiara;34
1100023;Maico;10
1100023;Maicom;41
1100023;Maicon;133
1100023;Maikon;12
1100023;Maira;16
1100023;Maisa;36
1100023;Manoel;196
1100023;Manuel;103
1100023;Manuela;13
1100023;Mara;29
1100023;Marcela;56
1100023;Marcelo;284
1100023;Marcia;254
1100023;Marciana;12
1100023;Marciano;25
1100023;Marciel;18
1100023;Marcilene;40
1100023;Marcio;211
1100023;Marco;48
1100023;Marcos;545
1100023;Margarete;23
1100023;Margarida;25
1100023;Mari;16
1100023;Maria;3592
1100023;Mariana;124
1100023;Mariane;29
1100023;Marilda;21
1100023;Marilene;78
1100023;Marilia;10
1100023;Marilza;35
1100023;Marina;62
1100023;Marinalva;52
1100023;Marineide;19
1100023;Marines;27
1100023;Marinete;24
1100023;Marinez;14
1100023;Mario;99
1100023;Marisa;36
1100023;Maristela;19
1100023;Marivaldo;11
1100023;Mariza;21
1100023;Marizete;20
1100023;Marlei;12
1100023;Marlene;176
1100023;Marli;154
1100023;Marlon;36
1100023;Marlucia;13
1100023;Marta;138
1100023;Mateus;406
1100023;Matheus;87
1100023;Matilde;16
1100023;Maura;22
1100023;Mauricio;76
1100023;Maurilio;21
1100023;Mauro;68
1100023;Max;15
1100023;Mayara;27
1100023;Maycon;12
1100023;Meire;13
1100023;Melissa;22
1100023;Messias;22
1100023;Micael;19
1100023;Micaela;16
1100023;Micaele;10
1100023;Micaeli;12
1100023;Michael;53
1100023;Michel;23
1100023;Michela;10
1100023;Michele;88
1100023;Micheli;32
1100023;Miguel;84
1100023;Milena;51
1100023;Milene;11
1100023;Milton;82
1100023;Miqueias;24
1100023;Miriam;42
1100023;Mirian;84
1100023;Mizael;21
1100023;Moacir;49
1100023;Moises;77
1100023;Monica;83
1100023;Murilo;52
1100023;Nadia;12
1100023;Nadir;36
1100023;Naiane;20
1100023;Naiara;68
1100023;Nair;66
1100023;Naira;10
1100023;Nara;10
1100023;Natali;15
1100023;Natalia;146
1100023;Natalina;18
1100023;Natalino;19
1100023;Natan;20
1100023;Natanael;33
